task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,max_rank,category,type,value,additionals
vbs23-kis-t4,VISIONE,1,1673262409047,86292,110529.0,74.0,74.0,74.0,10000.0,TEXT,jointEmbedding > ,Two-masted sailing ships with muntanis in teh background > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t5,VISIONE,1,1673262840216,13604,100094.0,1511.0,7663.0,7663.0,10000.0,TEXT,jointEmbedding > ,Wedding party panning from left to right. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t5,VISIONE,1,1673262865249,38637,100094.0,242.0,242.0,242.0,10000.0,TEXT,jointEmbedding > ,Wedding party panning from left to right. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t5,VISIONE,1,1673262865249,38637,100094.0,242.0,242.0,242.0,10000.0,TEXT,jointEmbedding > ,bride and a groom walking and a guest following them > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t5,VISIONE,1,1673262896318,69706,100094.0,137.0,137.0,137.0,10000.0,TEXT,jointEmbedding > ,"Wedding party panning from left to right, teh party is grouped around bride and groom > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t5,VISIONE,1,1673262896318,69706,100094.0,137.0,137.0,137.0,10000.0,TEXT,jointEmbedding > ,bride and a groom walking and a guest following them > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t5,VISIONE,1,1673262906466,79854,100094.0,4.0,4.0,4.0,10000.0,TEXT,jointEmbedding > ,"Wedding party panning from left to right, teh party is grouped around bride and groom > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t5,VISIONE,1,1673262906466,79854,100094.0,4.0,4.0,4.0,10000.0,TEXT,jointEmbedding > ,bride with a blue bowand a groom walking and a guest following them > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t6,VISIONE,1,1673264184357,20983,52217.0,5.0,5.0,5.0,10000.0,TEXT,jointEmbedding > ,and a wall with posters. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t6,VISIONE,1,1673264184357,20983,52217.0,5.0,5.0,5.0,10000.0,TEXT,jointEmbedding > ,balcony wi > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t6,VISIONE,1,1673264186151,22777,52217.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding > ,and a wall with posters. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t6,VISIONE,1,1673264186151,22777,52217.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding > ,balcony with laundrey > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t6,VISIONE,1,1673264192830,29456,52217.0,2.0,2.0,2.0,10000.0,TEXT,jointEmbedding > ,two people and a wall with posters > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t6,VISIONE,1,1673264192830,29456,52217.0,2.0,2.0,2.0,10000.0,TEXT,jointEmbedding > ,balcony with laundrey > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t4,VISIONE,1,1673262366965,44210,110529.0,407.0,inf,inf,10000.0,TEXT,jointEmbedding > ,Two-masted sailing ships leave a harbour > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t4,VISIONE,1,1673262366965,44210,110529.0,407.0,inf,inf,10000.0,TEXT,jointEmbedding > ,two- > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t5,VISIONE,1,1673262914314,87702,100094.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding > ,"Wedding party panning from left to right, teh party is grouped around bride and groom > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t5,VISIONE,1,1673262914314,87702,100094.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding > ,bride with a blue bow around her waist and a groom walking and a guest following them > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m4,VISIONE,1,1673272381487,8302,266260.0,3701.0,5501.0,3701.0,10000.0,TEXT,jointEmbedding > ,That's beautiful. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m1,VISIONE,1,1673270889765,14910,75813.0,1524.0,5411.0,5411.0,10000.0,TEXT,jointEmbedding > ,"with a sea-breeze, with a fish and with a wind. > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v-m1,VISIONE,1,1673270902316,27461,75813.0,62.0,84.0,62.0,10000.0,TEXT,jointEmbedding > ,seabed with a wreck piece. and a fish > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m1,VISIONE,1,1673270916440,41585,75813.0,56.0,57.0,56.0,10000.0,TEXT,jointEmbedding > ,seabed with a wreck piece and a fish > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271267803,17441,254279.0,135.0,136.0,136.0,10000.0,TEXT,jointEmbedding > ,a person at the bottom of the sea with water bubbles > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271267803,17441,254279.0,135.0,136.0,136.0,10000.0,TEXT,jointEmbedding > ,a diver bubble > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271270156,19794,254279.0,176.0,176.0,176.0,10000.0,TEXT,jointEmbedding > ,a person at the bottom of the sea with water bubbles > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271283657,33295,254279.0,174.0,174.0,174.0,10000.0,TEXT,jointEmbedding > ,a person yellow shirt at the bottom of the sea with water bubbles > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271303115,52753,254279.0,216.0,216.0,216.0,10000.0,TEXT,jointEmbedding > ,a diver with yellow shirt at the bottom of the sea with water bubbles > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271306419,56057,254279.0,96.0,96.0,96.0,9588.0,TEXT,jointEmbedding > ,a diver with yellow shirt at the bottom of the sea with water bubbles > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271306419,56057,254279.0,96.0,96.0,96.0,9588.0,TEXT,jointEmbedding > ,a diver bubble > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271319702,69340,254279.0,192.0,192.0,192.0,10000.0,TEXT,jointEmbedding > ,a diver with yellow shirt at the bottom of the sea with water bubbles > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271319702,69340,254279.0,192.0,192.0,192.0,10000.0,TEXT,jointEmbedding > ,a diver with yellow shirt at the bottom of the sea with blue flipper > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271342837,92475,254279.0,218.0,218.0,218.0,10000.0,TEXT,jointEmbedding > ,two diver with yellow shirt at the bottom of the sea with water bubbles > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271342837,92475,254279.0,218.0,218.0,218.0,10000.0,TEXT,jointEmbedding > ,a diver with yellow shirt at the bottom of the sea with blue flipper > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271357658,107296,254279.0,192.0,192.0,192.0,10000.0,TEXT,jointEmbedding > ,"two diver at the bottom of the sea with water bubbles, one has a yellow shirt > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v-m2,VISIONE,1,1673271357658,107296,254279.0,192.0,192.0,192.0,10000.0,TEXT,jointEmbedding > ,a diver with yellow shirt at the bottom of the sea with blue flipper > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271362729,112367,254279.0,258.0,258.0,258.0,10000.0,TEXT,jointEmbedding > ,"two diver at the bottom of the sea with water bubbles, one has a yellow shirt > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v-m2,VISIONE,1,1673271434202,183840,254279.0,174.0,175.0,175.0,10000.0,TEXT,jointEmbedding > ,a diver with a yellow shirt and gray fins > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271434202,183840,254279.0,174.0,175.0,175.0,10000.0,TEXT,jointEmbedding > ,two diver at the bottom of the sea eith rocks > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271443933,193571,254279.0,162.0,163.0,162.0,10000.0,TEXT,jointEmbedding > ,a diver with a yellow shirt and gray fins > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271443933,193571,254279.0,162.0,163.0,162.0,10000.0,TEXT,jointEmbedding > ,two diver at the bottom of the sea with rocks > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271455608,205246,254279.0,80.0,80.0,80.0,10000.0,TEXT,jointEmbedding > ,a diver with a yellow shirt and gray flipper and a rope > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271455608,205246,254279.0,80.0,80.0,80.0,10000.0,TEXT,jointEmbedding > ,two diver at the bottom of the sea with rocks > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271458894,208532,254279.0,132.0,132.0,132.0,10000.0,TEXT,jointEmbedding > ,a diver with a yellow shirt and gray flipper and a rope > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271473341,222979,254279.0,80.0,80.0,80.0,10000.0,TEXT,jointEmbedding > ,a diver with a yellow shirt and gray flipper and a rope > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271473341,222979,254279.0,80.0,80.0,80.0,10000.0,TEXT,jointEmbedding > ,two diver at the bottom of the sea with rocks > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271479357,228995,254279.0,132.0,132.0,132.0,10000.0,TEXT,jointEmbedding > ,a diver with a yellow shirt and gray flipper and a rope > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m3,VISIONE,1,1673271635553,11896,27377.0,17.0,17.0,17.0,10000.0,TEXT,jointEmbedding > ,white coral with a snake > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m1,VISIONE,1,1673270897624,22769,75813.0,4.0,6.0,4.0,10000.0,TEXT,jointEmbedding > ,seabed with a wreck piece. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271267336,16974,254279.0,144.0,734.0,145.0,10000.0,TEXT,jointEmbedding > ,a diver bubble > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,1,1673271386460,136098,254279.0,109.0,110.0,110.0,10000.0,TEXT,jointEmbedding > ,"two diver at the bottom of the sea with water bubbles, one has a yellow shirt > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v-m2,VISIONE,1,1673271386460,136098,254279.0,109.0,110.0,110.0,10000.0,TEXT,jointEmbedding > ,two diver at the bottom of the sea eith rocks > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m4,VISIONE,1,1673272388083,14898,266260.0,8463.0,inf,inf,10000.0,TEXT,jointEmbedding > ,and the sea bottom is rocky. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m4,VISIONE,1,1673272394111,20926,266260.0,6418.0,inf,inf,10000.0,TEXT,jointEmbedding > ,and the sea bottom is rocky.with rocks and black fish > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m4,VISIONE,1,1673272402704,29519,266260.0,8954.0,inf,inf,10000.0,TEXT,jointEmbedding > ,seabed with rocks and black fish > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m4,VISIONE,1,1673272411704,38519,266260.0,6710.0,inf,8668.0,10000.0,TEXT,jointEmbedding > ,seabed with rocks and a lot of black fish > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m4,VISIONE,1,1673272422784,49599,266260.0,6952.0,inf,8248.0,10000.0,TEXT,jointEmbedding > ,"seabed with rocks and a lot of black fish, blue sea in the right > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v-m4,VISIONE,1,1673272449600,76415,266260.0,4828.0,4828.0,4828.0,10000.0,TEXT,jointEmbedding > ,"grean seabed with some black fish, blue sea in the right > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v-m4,VISIONE,1,1673272478207,105022,266260.0,151.0,151.0,151.0,10000.0,IMAGE,globalFeatures > image similarity (GEM),Tulamben1_Jun2022_0061_00022.jpg > simReorder=true,{}
vbs23-kis-v-m4,VISIONE,1,1673272617730,244545,266260.0,33.0,33.0,33.0,10000.0,IMAGE,globalFeatures > image similarity (GEM),Tulamben1_Jun2022_0018_00030.jpg > simReorder=true,{}
vbs23-kis-v-m5,VISIONE,1,1673272764535,11245,51113.0,7887.0,7887.0,7887.0,10000.0,TEXT,jointEmbedding > ,Jalle. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m5,VISIONE,1,1673272765946,12656,51113.0,1780.0,2143.0,1780.0,9928.0,TEXT,LocalizedObjectAndColors > position,1dsports_equipment 1esports_equipment 2dsports_equipment 2esports_equipment 3dsports_equipment 3esports_equipment > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m5,VISIONE,1,1673272765946,12656,51113.0,1780.0,2143.0,1780.0,9928.0,TEXT,LocalizedObjectAndColors > classes,sports_equipment > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m5,VISIONE,1,1673272765946,12656,51113.0,1780.0,2143.0,1780.0,9928.0,TEXT,jointEmbedding > ,Jalle. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m5,VISIONE,1,1673272772519,19229,51113.0,7887.0,7887.0,7887.0,10000.0,TEXT,jointEmbedding > ,Jalle. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m5,VISIONE,1,1673272782810,29520,51113.0,4286.0,4286.0,4286.0,10000.0,TEXT,jointEmbedding > ,with yellow flipper + > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m5,VISIONE,1,1673272786169,32879,51113.0,3470.0,3470.0,3470.0,10000.0,TEXT,jointEmbedding > ,with yellow flipper > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m5,VISIONE,1,1673272790150,36860,51113.0,4782.0,7517.0,5622.0,10000.0,TEXT,jointEmbedding > ,with yellow flipper > occur=and > textualMode=aladin > simReorder=false,{}
vbs23-kis-v-m5,VISIONE,1,1673272797007,43717,51113.0,582.0,582.0,582.0,10000.0,TEXT,jointEmbedding > ,diver with yellow flipper > occur=and > textualMode=aladin > simReorder=false,{}
vbs23-kis-v-m7,VISIONE,1,1673273158977,36609,44073.0,1.0,2.0,1.0,10000.0,IMAGE,globalFeatures > image similarity (GEM),Tulamben_Jun2022_0082_00002.jpg > simReorder=true,{}
vbs23-kis-v2,VISIONE,1,1673276015419,19271,111811.0,inf,inf,inf,10000.0,TEXT,jointEmbedding > ,A blonde girl with a hair clip. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v2,VISIONE,1,1673276015419,19271,111811.0,inf,inf,inf,10000.0,TEXT,jointEmbedding > ,hair sp > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v2,VISIONE,1,1673276022739,26591,111811.0,924.0,inf,924.0,10000.0,TEXT,jointEmbedding > ,hair spray on blong girl > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v2,VISIONE,1,1673276032838,36690,111811.0,1293.0,inf,1293.0,10000.0,TEXT,jointEmbedding > ,two woman hair spray on blong girl > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v2,VISIONE,1,1673276055807,59659,111811.0,238.0,inf,238.0,10000.0,TEXT,jointEmbedding > ,"two woman, one has a white shirt hair spray on blong girl > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v2,VISIONE,1,1673276066338,70190,111811.0,inf,inf,inf,1000.0,IMAGE,globalFeatures > sematic video similarity (CLIP),05577_15.jpg > simReorder=true,{}
vbs23-kis-v2,VISIONE,1,1673276098469,102321,111811.0,241.0,inf,241.0,10000.0,TEXT,jointEmbedding > ,"two woman, one has a white shirt the other make hair spray on blong girl > occur=and > textualMode=all > simReorder=true",{}
vbs23-kis-v2,VISIONE,1,1673276103593,107445,111811.0,240.0,inf,240.0,10000.0,TEXT,jointEmbedding > ,"two woman, one has a white shirt the other make hair spray on blong girl with long hair > occur=and > textualMode=all > simReorder=true",{}
vbs23-kis-v-m7,VISIONE,1,1673273134387,12019,44073.0,1.0,3.0,1.0,10000.0,TEXT,jointEmbedding > ,a yellow light that illuminates a starfish in the dark > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v2,VISIONE,1,1673276019564,23416,111811.0,4641.0,inf,4642.0,10000.0,TEXT,jointEmbedding > ,A blonde girl with a hair clip. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v2,VISIONE,1,1673276019564,23416,111811.0,4641.0,inf,4642.0,10000.0,TEXT,jointEmbedding > ,hair spray on blong girl > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v3,VISIONE,1,1673276423740,16869,34225.0,2408.0,2408.0,2408.0,10000.0,TEXT,jointEmbedding > ,a tatoo on the neck > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v3,VISIONE,1,1673276425003,18132,34225.0,38.0,38.0,38.0,10000.0,TEXT,jointEmbedding > ,A woman with a mask on her face. On paper. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v3,VISIONE,1,1673276425003,18132,34225.0,38.0,38.0,38.0,10000.0,TEXT,jointEmbedding > ,a tatoo on the neck > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v4,VISIONE,1,1673277194204,16991,24923.0,455.0,455.0,455.0,10000.0,TEXT,jointEmbedding > ,Children's choir. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v4,VISIONE,1,1673277194204,16991,24923.0,455.0,455.0,455.0,10000.0,TEXT,jointEmbedding > ,a lot child > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t7,VISIONE,1,1673277549585,18051,95443.0,inf,inf,inf,10000.0,TEXT,jointEmbedding > ,View down the surface of a boulder. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t7,VISIONE,1,1673277549585,18051,95443.0,inf,inf,inf,10000.0,TEXT,jointEmbedding > ,forest in teh back > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t7,VISIONE,1,1673277595644,64110,95443.0,4.0,4.0,4.0,10000.0,TEXT,jointEmbedding > ,"View down the surface of a boulder, forest in teh backgound, a bearden man in cyan shirt climbing > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t7,VISIONE,1,1673277558597,27063,95443.0,47.0,47.0,47.0,10000.0,TEXT,jointEmbedding > ,"View down the surface of a boulder, forest in teh backgound, a bearden man > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v6,VISIONE,1,1673278977444,90335,,27.0,813.0,813.0,10000.0,TEXT,jointEmbedding > ,parachute yellow on cloudy sky in a valley > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278977444,90335,,27.0,813.0,813.0,10000.0,TEXT,jointEmbedding > ,parachute yellowina valley > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673279139322,252213,,32.0,1684.0,1683.0,10000.0,TEXT,jointEmbedding > ,"yellow parachute yellow flying in a valley , cloudy sky > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v6,VISIONE,1,1673279139322,252213,,32.0,1684.0,1683.0,10000.0,TEXT,jointEmbedding > ,parachute yellow with a blue stripe > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v5,VISIONE,1,1673278558941,12700,71757.0,265.0,458.0,458.0,10000.0,TEXT,jointEmbedding > ,image from above of a river on a desert > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v5,VISIONE,1,1673278564516,18275,71757.0,52.0,130.0,130.0,10000.0,TEXT,jointEmbedding > ,image from above of a river on a desert with tree > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v5,VISIONE,1,1673278583958,37717,71757.0,108.0,297.0,297.0,10000.0,TEXT,jointEmbedding > ,image from above of a river on a whitte land with tree > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v5,VISIONE,1,1673278611438,65197,71757.0,1.0,34.0,34.0,10000.0,TEXT,jointEmbedding > ,image from above of a river on a whit sand land with tree > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278907407,20298,,inf,inf,inf,10000.0,TEXT,jointEmbedding > ,The sky is yellow. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278907407,20298,,inf,inf,inf,10000.0,TEXT,jointEmbedding > ,clound on teh sky > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278916940,29831,,inf,inf,inf,10000.0,TEXT,jointEmbedding > ,parglinder yellow on sky > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278916940,29831,,inf,inf,inf,10000.0,TEXT,jointEmbedding > ,clound on teh sky > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278919148,32039,,7707.0,inf,inf,10000.0,TEXT,jointEmbedding > ,parglinder yellow on cloudy sky > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278935282,48173,,1327.0,5353.0,5353.0,10000.0,TEXT,jointEmbedding > ,parachute yellow on cloudy sky > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278940439,53330,,8.0,565.0,565.0,10000.0,TEXT,jointEmbedding > ,parachute yellow on cloudy sky in a valley > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278977622,90513,,27.0,813.0,813.0,10000.0,TEXT,jointEmbedding > ,parachute yellow on cloudy sky in a valley > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278977622,90513,,27.0,813.0,813.0,10000.0,TEXT,jointEmbedding > ,parachute yellowina valley > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278993127,106018,,33.0,740.0,740.0,10000.0,TEXT,jointEmbedding > ,yellow parachute on cloudy sky in a valley > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278993127,106018,,33.0,740.0,740.0,10000.0,TEXT,jointEmbedding > ,parachute yellowina valley > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673278999430,112321,,6.0,388.0,388.0,10000.0,TEXT,jointEmbedding > ,yellow parachute on cloudy sky in a valley > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673279021655,134546,,8.0,352.0,352.0,10000.0,TEXT,jointEmbedding > ,yellow parachute flying on cloudy sky in a valley > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673279050418,163309,,2.0,365.0,365.0,10000.0,TEXT,jointEmbedding > ,yellow parachute wuith a blue stripe flying on cloudy sky in a valley > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673279056591,169482,,8.0,279.0,279.0,10000.0,TEXT,jointEmbedding > ,yellow parachute with a blue stripe flying on cloudy sky in a valley > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673279067560,180451,,59.0,541.0,541.0,10000.0,TEXT,jointEmbedding > ,xparachute yellow with a blue stripe flying on cloudy sky in a valley > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673279074778,187669,,53.0,293.0,293.0,10000.0,TEXT,jointEmbedding > ,arachute yellow with a blue stripe flying on cloudy sky in a valley > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673279119957,232848,,34.0,1264.0,1263.0,10000.0,TEXT,jointEmbedding > ,yellow parachute yellow flying on cloudy sky in a valley > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673279119957,232848,,34.0,1264.0,1263.0,10000.0,TEXT,jointEmbedding > ,parachute yellow with a blue stripe > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673279120164,233055,,34.0,1264.0,1263.0,10000.0,TEXT,jointEmbedding > ,yellow parachute yellow flying on cloudy sky in a valley > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673279120164,233055,,34.0,1264.0,1263.0,10000.0,TEXT,jointEmbedding > ,parachute yellow with a blue stripe > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673279168219,281110,,469.0,1456.0,1456.0,8860.0,TEXT,jointEmbedding > ,"yellow parachute yellow flying in a valley , cloudy sky > Temporal_query 1 > occur=and > textualMode=cl > simReorder=false",{}
vbs23-kis-v6,VISIONE,1,1673279168219,281110,,469.0,1456.0,1456.0,8860.0,TEXT,jointEmbedding > ,parachute yellow with a blue stripe > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,1,1673279178841,291732,,107.0,297.0,297.0,10000.0,TEXT,jointEmbedding > ,"yellow parachute yellow flying in a valley , cloudy sky > occur=and > textualMode=cl > simReorder=false",{}
vbs23-kis-v6,VISIONE,1,1673279185042,297933,,142.0,224.0,224.0,10000.0,TEXT,jointEmbedding > ,"yellow parachute flying in a valley , cloudy sky > occur=and > textualMode=cl > simReorder=false",{}
