videoId,FPS
PhuQuoc1_Jun2022_0047,29.97
Subic_Dec2018_0003,30.0
Molokai_Jul2022_0040,29.97
Lanai_Jul2022_0110,29.97
LittlePalm_May2021_0003,30.0
PhuQuoc1_Jun2022_0068,29.97
NusaPenida_Jul2022_0082,29.97
Manza_Feb2020_0061,30.0
Tulamben2_Jun2022_0016,29.97
Lanai_Jul2022_0041,29.97
Oahu1_Jul2022_0027,29.97
NusaPenida_Jul2022_0046,29.97
PhuQuoc1_Jun2022_0028,29.97
NusaPenida_Jul2022_0032,29.97
Dapang_Jul2022_0001,30.0
Oahu_Jul2022_0014,29.97
Oahu2_Jul2022_0010,29.97
Lanai_Jul2022_0030,29.97
Padangbai_Jun2022_0017,29.97
Jeju_Jul2022_0038,30.0
Tulamben2_Jun2022_0023,29.97
Tulamben1_Jun2022_0059,29.97
NusaPenida_Jul2022_0087,29.97
Ambon_Apr2012_0005,23.976
Komodo_Aug2014_0005,23.976
GreenEgg_Sep2021_0018,30.0
Oahu2_Jul2022_0019,29.97
Tulamben1_Jun2022_0086,29.97
Ambon_Apr2012_0006,23.976
PhuQuoc1_Jun2022_0044,29.97
Molokini_Jul2022_0038,29.97
Lanai_Jul2022_0099,29.97
NusaPenida_Jul2022_0042,29.97
NusaPenida_Jul2022_0062,29.97
Jeju_Jul2022_0037,30.0
PhuQuoc1_Jun2022_0021,29.97
NusaPenida_Jul2022_0030,29.97
Molokini_Jul2022_0018,29.97
Molokai_Jul2022_0010,29.97
KauSaiWan_Oct2022_0011,30.0
Tulamben_Jun2022_0012,29.97
Tulamben_Jun2022_0091,29.97
Tulamben_Jun2022_0029,29.97
PhuQuoc1_Jun2022_0006,29.97
Komodo_Aug2014_0010,23.976
Manza_Feb2020_0049,30.0
Oahu_Jul2022_0004,29.97
Lanai_Jul2022_0007,29.97
Lembeh_Jul2013_0006,23.976
Jeju_Jul2022_0016,29.97
NusaPenida_Jul2022_0016,29.97
Molokai_Jul2022_0033,29.97
Oahu1_Jul2022_0026,29.97
Oahu_Jul2022_0007,29.97
Tulamben_Jun2022_0018,29.97
Padangbai_Jun2022_0046,29.97
NusaPenida_Jul2022_0070,29.97
Molokini_Jul2022_0033,29.97
Padangbai_Jun2022_0018,29.97
Oahu_Jul2022_0041,29.97
Tulamben_Jun2022_0097,29.97
Tulamben_Jun2022_0025,29.97
PhuQuoc_Jun2022_0002,29.97
Lanai_Jul2022_0018,29.97
Jeju_Jul2022_0010,29.97
Oahu2_Jul2022_0008,29.97
NusaPenida_Jul2022_0065,29.97
Padangbai_Jun2022_0059,29.97
PhuQuoc_Jun2022_0006,29.97
PhuQuoc_Jun2022_0033,29.97
Lanai_Jul2022_0014,29.97
Tulamben_Jun2022_0028,29.97
NusaPenida_Jul2022_0076,29.97
Oahu_Jul2022_0020,29.97
Lanai_Jul2022_0043,29.97
Oahu1_Jul2022_0009,29.97
Maldives_Dec2019_0014,25.0
Lanai_Jul2022_0015,29.97
Maldives_Dec2019_0007,30.0
NusaPenida_Jul2022_0018,29.97
Lanai_Jul2022_0100,29.97
Tulamben1_Jun2022_0053,29.97
Padangbai_Jun2022_0051,29.97
Padangbai_Jun2022_0052,29.97
Padangbai_Jun2022_0064,29.97
Oahu1_Jul2022_0056,29.97
Tulamben1_Jun2022_0056,29.97
Keramas_Feb2020_0038,30.0
PhuQuoc1_Jun2022_0066,29.97
Okinawa_Feb2020_0034,30.0
PhuQuoc1_Jun2022_0027,29.97
NusaPenida_Jul2022_0118,29.97
PhuQuoc1_Jun2022_0002,29.97
NusaPenida_Jul2022_0024,29.97
PhuQuoc_Jun2022_0008,29.97
Keramas_Feb2020_0017,30.0
Keramas_Feb2020_0029,30.0
Oahu1_Jul2022_0033,29.97
Molokini_Jul2022_0077,29.97
Okinawa_Feb2020_0004,30.0
Oahu2_Jul2022_0002,29.97
Padangbai_Jun2022_0013,29.97
PhuQuoc1_Jun2022_0003,29.97
Manza_Feb2020_0035,30.0
Triton_Dec2018_0003,30.0
Jeju_Jul2022_0025,29.97
Lanai_Jul2022_0006,29.97
Keramas_Feb2020_0024,30.0
Tulamben1_Jun2022_0007,29.97
Lanai_Jul2022_0024,29.97
Manza_Feb2020_0005,30.0
Lanai_Jul2022_0003,29.97
NusaPenida_Jul2022_0116,29.97
NusaPenida_Jul2022_0054,29.97
PhuQuoc1_Jun2022_0053,29.97
Molokini_Jul2022_0083,29.97
PhuQuoc_Jun2022_0026,29.97
Oahu_Jul2022_0036,29.97
PhuQuoc_Jun2022_0004,29.97
Molokai_Jul2022_0041,29.97
Sipadan_Jan2015_0002,23.976
Padangbai_Jun2022_0011,29.97
Molokini_Jul2022_0053,29.97
NusaPenida_Jul2022_0111,29.97
Lanai_Jul2022_0090,29.97
Molokai_Jul2022_0021,29.97
Tulamben_Jun2022_0073,29.97
Lanai_Jul2022_0053,29.97
PhuQuoc1_Jun2022_0010,29.97
Tulamben1_Jun2022_0013,29.97
Molokai_Jul2022_0028,29.97
PhuQuoc_Jun2022_0015,29.97
Lanai_Jul2022_0130,29.97
Lanai_Jul2022_0060,29.97
Tulamben1_Jun2022_0068,29.97
Lanai_Jul2022_0095,29.97
HongKong_Jul2021_0001,30.0
Lanai_Jul2022_0088,29.97
Molokini_Jul2022_0022,29.97
Lanai_Jul2022_0123,29.97
Jeju_Jul2022_0045,30.0
Silverstrand_Aug2022_0023,60.0
Padangbai_Jun2022_0020,29.97
Oahu1_Jul2022_0020,29.97
Oahu2_Jul2022_0033,29.97
PhuQuoc_Jun2022_0042,29.97
Padangbai_Jun2022_0072,29.97
Silverstrand_Aug2022_0025,60.0
Tulamben1_Jun2022_0020,29.97
Tulamben1_Jun2022_0061,29.97
Tulamben_Jun2022_0055,29.97
Okinawa_Feb2020_0013,30.0
Manza_Feb2020_0022,30.0
Tulamben2_Jun2022_0033,29.97
Oahu_Jul2022_0008,29.97
Tulamben1_Jun2022_0083,29.97
PhuQuoc1_Jun2022_0008,29.97
Oahu2_Jul2022_0047,29.97
Keramas_Feb2020_0009,30.0
Molokai_Jul2022_0005,29.97
Dapang_Jul2022_0002,30.0
PhuQuoc1_Jun2022_0035,29.97
Molokini_Jul2022_0028,29.97
Lanai_Jul2022_0031,29.97
Manza_Feb2020_0059,30.0
Tulamben_Jun2022_0020,29.97
NusaPenida_Jul2022_0001,29.97
Keramas_Feb2020_0003,30.0
Padangbai_Jun2022_0060,29.97
Tulamben_Jun2022_0038,29.97
NusaPenida_Jul2022_0077,29.97
Silverstrand_Aug2022_0014,60.0
Tulamben1_Jun2022_0023,29.97
NusaPenida_Jul2022_0093,29.97
PhuQuoc1_Jun2022_0019,29.97
PhuQuoc1_Jun2022_0036,29.97
Tulamben1_Jun2022_0103,29.97
Komodo_Aug2014_0002,23.976
Lembeh_Jul2013_0001,23.976
PhuQuoc1_Jun2022_0063,29.97
PhuQuoc_Jun2022_0040,29.97
Oahu2_Jul2022_0027,29.97
NusaPenida_Jul2022_0108,29.97
Oahu_Jul2022_0010,29.97
Keramas_Feb2020_0030,30.0
Jeju_Jul2022_0036,30.0
Lanai_Jul2022_0005,29.97
Tulamben2_Jun2022_0045,29.97
Lanai_Jul2022_0056,29.97
Silverstrand_Aug2022_0010,60.0
Padangbai_Jun2022_0047,29.97
PhuQuoc1_Jun2022_0069,29.97
Tulamben_Jun2022_0013,29.97
Molokini_Jul2022_0015,29.97
Maldives_Dec2019_0011,30.0
Komodo_Aug2014_0011,23.976
KauSaiWan_Oct2022_0005,30.0
Oahu1_Jul2022_0047,29.97
Oahu2_Jul2022_0046,29.97
Lanai_Jul2022_0086,29.97
Padangbai_Jun2022_0035,29.97
Tulamben2_Jun2022_0040,29.97
Okinawa_Feb2020_0032,30.0
Tulamben2_Jun2022_0015,29.97
Lanai_Jul2022_0042,29.97
Padangbai_Jun2022_0071,29.97
Padangbai_Jun2022_0001,29.97
Padangbai_Jun2022_0041,29.97
Oahu2_Jul2022_0012,29.97
Tulamben_Jun2022_0041,29.97
PhuQuoc1_Jun2022_0022,29.97
Maldives_Dec2019_0013,25.0
Tulamben2_Jun2022_0044,29.97
KauSaiWan_Oct2022_0002,30.0
Lanai_Jul2022_0103,29.97
RajaAmpat_Jan2017_0001,25.0
NusaPenida_Jul2022_0064,29.97
Molokai_Jul2022_0039,29.97
Keramas_Feb2020_0015,30.0
Molokini_Jul2022_0048,29.97
Molokini_Jul2022_0058,29.97
KauSaiWan_Oct2022_0003,30.0
Komodo_Aug2014_0003,23.976
PhuQuoc1_Jun2022_0031,29.97
Tulamben2_Jun2022_0064,29.97
Padangbai_Jun2022_0026,29.97
Jeju_Jul2022_0009,29.97
Oahu1_Jul2022_0018,29.97
Tulamben_Jun2022_0004,29.97
NusaPenida_Jul2022_0053,29.97
Tulamben2_Jun2022_0026,29.97
Tulamben_Jun2022_0067,29.97
Lanai_Jul2022_0076,29.97
Tulamben2_Jun2022_0017,29.97
Lanai_Jul2022_0102,29.97
Lanai_Jul2022_0096,29.97
PhuQuoc_Jun2022_0009,29.97
Tulamben2_Jun2022_0012,29.97
Jeju_Jul2022_0011,29.97
Okinawa_Feb2020_0027,30.0
Lanai_Jul2022_0029,29.97
NusaPenida_Jul2022_0028,29.97
Oahu1_Jul2022_0039,29.97
Molokini_Jul2022_0036,29.97
Padangbai_Jun2022_0021,29.97
NusaPenida_Jul2022_0060,29.97
Oahu1_Jul2022_0051,29.97
Lanai_Jul2022_0124,29.97
PhuQuoc1_Jun2022_0064,29.97
NusaPenida_Jul2022_0095,29.97
Molokini_Jul2022_0025,29.97
Padangbai_Jun2022_0006,29.97
Tulamben_Jun2022_0014,29.97
GreenEgg_Sep2021_0001,30.0
Tulamben1_Jun2022_0069,29.97
NusaPenida_Jul2022_0119,29.97
Tulamben2_Jun2022_0007,29.97
Molokini_Jul2022_0013,29.97
Manza_Feb2020_0024,30.0
Manza_Feb2020_0051,30.0
Lembeh_Jul2013_0004,23.976
Oahu2_Jul2022_0039,29.97
NusaPenida_Jul2022_0097,29.97
Lanai_Jul2022_0039,29.97
Tulamben1_Jun2022_0003,29.97
Bali_Apr2014_0002,23.976
Tulamben2_Jun2022_0028,29.97
Manza_Feb2020_0008,30.0
Tulamben1_Jun2022_0100,29.97
Silverstrand_Aug2022_0020,60.0
PhuQuoc_Jun2022_0001,29.97
Padangbai_Jun2022_0015,29.97
HongKong_Jul2021_0004,30.0
NusaPenida_Jul2022_0034,29.97
Padangbai_Jun2022_0076,29.97
Padangbai_Jun2022_0036,29.97
Tulamben1_Jun2022_0022,29.97
Sipadan_Jan2015_0005,23.976
NusaPenida_Jul2022_0056,29.97
Oahu1_Jul2022_0014,29.97
Molokini_Jul2022_0080,29.97
Oahu1_Jul2022_0049,29.97
Padangbai_Jun2022_0038,29.97
Oahu2_Jul2022_0021,29.97
Sipadan_Jan2015_0003,23.976
Molokini_Jul2022_0029,29.97
Tulamben_Jun2022_0087,29.97
Oahu_Jul2022_0030,29.97
Tulamben1_Jun2022_0015,29.97
Maratua_Aug2011_0002,30.0
KauSaiWan_Oct2022_0007,30.0
Molokini_Jul2022_0051,29.97
Jeju_Jul2022_0047,30.0
Manza_Feb2020_0044,30.0
Okinawa_Feb2020_0024,30.0
Tulamben1_Jun2022_0104,29.97
Jeju_Jul2022_0046,30.0
Oahu1_Jul2022_0062,29.97
GreenEgg_Sep2021_0015,30.0
PhuQuoc1_Jun2022_0074,29.97
Tulamben2_Jun2022_0027,29.97
Lanai_Jul2022_0038,29.97
Molokini_Jul2022_0007,29.97
Manza_Feb2020_0039,30.0
GreenEgg_Sep2021_0013,30.0
Tulamben2_Jun2022_0053,29.97
PhuQuoc1_Jun2022_0041,29.97
Jeju_Jul2022_0006,29.97
Tulamben_Jun2022_0054,29.97
Ambon_Apr2012_0004,23.976
Tulamben_Jun2022_0081,29.97
Lanai_Jul2022_0126,29.97
PhuQuoc1_Jun2022_0042,29.97
Molokini_Jul2022_0076,29.97
Lembeh_Jul2013_0003,23.976
Lanai_Jul2022_0069,29.97
Lanai_Jul2022_0128,29.97
Manza_Feb2020_0001,30.0
Tulamben_Jun2022_0030,29.97
Lanai_Jul2022_0050,29.97
Padangbai_Jun2022_0024,29.97
Oahu1_Jul2022_0028,29.97
Molokini_Jul2022_0060,29.97
Tulamben1_Jun2022_0046,29.97
Maldives_Dec2015_0001,30.0
Lanai_Jul2022_0092,29.97
Molokini_Jul2022_0043,29.97
Keramas_Feb2020_0045,30.0
Lanai_Jul2022_0008,29.97
Lanai_Jul2022_0063,29.97
PhuQuoc_Jun2022_0031,29.97
PhuQuoc1_Jun2022_0060,29.97
NusaPenida_Jul2022_0029,29.97
Padangbai_Jun2022_0022,29.97
Padangbai_Jun2022_0049,29.97
NusaPenida_Jul2022_0047,29.97
Manza_Feb2020_0046,30.0
Tulamben2_Jun2022_0019,29.97
Dapang_Jul2022_0005,30.0
Jeju_Jul2022_0018,29.97
Padangbai_Jun2022_0040,29.97
Tulamben2_Jun2022_0029,29.97
PhuQuoc1_Jun2022_0025,29.97
NusaPenida_Jul2022_0015,29.97
Molokai_Jul2022_0025,29.97
GreenEgg_Sep2021_0003,30.0
Tulamben_Jun2022_0027,29.97
Lanai_Jul2022_0070,29.97
Ambon_Apr2012_0008,23.976
Silverstrand_Aug2022_0017,60.0
Molokini_Jul2022_0057,29.97
Keramas_Feb2020_0033,30.0
Lanai_Jul2022_0062,29.97
NusaPenida_Jul2022_0043,29.97
Lanai_Jul2022_0079,29.97
Komodo_Aug2014_0009,23.976
Molokini_Jul2022_0081,29.97
Jeju_Jul2022_0024,29.97
Tulamben1_Jun2022_0039,29.97
Molokini_Jul2022_0017,29.97
Manza_Feb2020_0004,30.0
PhuQuoc1_Jun2022_0056,29.97
Padangbai_Jun2022_0029,29.97
Manza_Feb2020_0034,30.0
Tulamben1_Jun2022_0054,29.97
Tulamben1_Jun2022_0064,29.97
NusaPenida_Jul2022_0061,29.97
Padangbai_Jun2022_0074,29.97
Tulamben1_Jun2022_0027,29.97
Padangbai_Jun2022_0039,29.97
NusaPenida_Jul2022_0035,29.97
Tulamben1_Jun2022_0081,29.97
Tulamben1_Jun2022_0082,29.97
Manza_Feb2020_0016,30.0
Molokini_Jul2022_0026,29.97
PhuQuoc1_Jun2022_0007,29.97
Oahu1_Jul2022_0031,29.97
Jeju_Jul2022_0043,30.0
Tulamben1_Jun2022_0021,29.97
Molokini_Jul2022_0082,29.97
Manza_Feb2020_0052,30.0
Triton_Dec2018_0002,30.0
Tulamben1_Jun2022_0019,29.97
Tulamben2_Jun2022_0048,29.97
Okinawa_Feb2020_0003,30.0
Maldives_Dec2019_0003,30.0
Tulamben_Jun2022_0009,29.97
Molokai_Jul2022_0035,29.97
Lanai_Jul2022_0109,29.97
PhuQuoc_Jun2022_0039,29.97
NusaPenida_Jul2022_0073,29.97
Lanai_Jul2022_0087,29.97
NusaPenida_Jul2022_0027,29.97
Molokini_Jul2022_0056,29.97
Keramas_Feb2020_0010,30.0
Tulamben_Jun2022_0057,29.97
Tulamben1_Jun2022_0029,29.97
Tulamben1_Jun2022_0108,29.97
Okinawa_Feb2020_0015,30.0
Tulamben_Jun2022_0099,29.97
Padangbai_Jun2022_0054,29.97
Molokai_Jul2022_0002,29.97
LittlePalm_May2021_0005,30.0
NusaPenida_Jul2022_0011,29.97
Molokini_Jul2022_0016,29.97
Padangbai_Jun2022_0023,29.97
Oahu1_Jul2022_0013,29.97
Padangbai_Jun2022_0061,29.97
Keramas_Feb2020_0031,30.0
Komodo_Aug2014_0013,23.976
Tulamben1_Jun2022_0012,29.97
Molokini_Jul2022_0014,29.97
Subic_Dec2018_0001,30.0
Molokai_Jul2022_0014,29.97
Lanai_Jul2022_0065,29.97
Molokai_Jul2022_0020,29.97
Manza_Feb2020_0028,30.0
Sipadan_Jan2015_0008,23.976
Lanai_Jul2022_0080,29.97
Oahu2_Jul2022_0013,29.97
NusaPenida_Jul2022_0117,29.97
Tulamben_Jun2022_0078,29.97
Molokini_Jul2022_0010,29.97
NusaPenida_Jul2022_0109,29.97
Oahu1_Jul2022_0001,29.97
Tulamben2_Jun2022_0034,29.97
Jeju_Jul2022_0027,29.97
Molokini_Jul2022_0063,29.97
NusaPenida_Jul2022_0037,29.97
Molokai_Jul2022_0027,29.97
Tulamben2_Jun2022_0020,29.97
Padangbai_Jun2022_0044,29.97
NusaPenida_Jul2022_0089,29.97
Oahu2_Jul2022_0003,29.97
Tulamben1_Jun2022_0073,29.97
Padangbai_Jun2022_0007,29.97
Tulamben_Jun2022_0008,29.97
Lanai_Jul2022_0113,29.97
Komodo_Aug2014_0012,23.976
Keramas_Feb2020_0034,30.0
NusaPenida_Jul2022_0124,29.97
Lanai_Jul2022_0127,29.97
Tulamben_Jun2022_0082,29.97
Molokini_Jul2022_0047,29.97
Maldives_Dec2019_0001,30.0
PhuQuoc1_Jun2022_0020,29.97
Oahu_Jul2022_0025,29.97
Tulamben1_Jun2022_0076,29.97
Keramas_Feb2020_0020,30.0
Tulamben2_Jun2022_0003,29.97
NusaPenida_Jul2022_0088,29.97
Keramas_Feb2020_0007,30.0
GreenEgg_Sep2021_0002,30.0
Tulamben2_Jun2022_0059,29.97
NusaPenida_Jul2022_0086,29.97
Manza_Feb2020_0011,30.0
Molokini_Jul2022_0079,29.97
Lanai_Jul2022_0098,29.97
Tulamben_Jun2022_0076,29.97
Oahu_Jul2022_0035,29.97
Oahu_Jul2022_0026,29.97
Lanai_Jul2022_0036,29.97
PhuQuoc1_Jun2022_0024,29.97
PhuQuoc1_Jun2022_0030,29.97
Tulamben2_Jun2022_0022,29.97
Molokini_Jul2022_0009,29.97
Oahu1_Jul2022_0053,29.97
NusaPenida_Jul2022_0059,29.97
Molokini_Jul2022_0073,29.97
Tulamben1_Jun2022_0106,29.97
Manza_Feb2020_0025,30.0
Lanai_Jul2022_0072,29.97
Molokini_Jul2022_0031,29.97
Tulamben_Jun2022_0026,29.97
Silverstrand_Aug2022_0011,60.0
Molokini_Jul2022_0034,29.97
Manza_Feb2020_0017,30.0
NusaPenida_Jul2022_0069,29.97
Tulamben1_Jun2022_0028,29.97
Tulamben1_Jun2022_0092,29.97
Oahu_Jul2022_0037,29.97
Tulamben1_Jun2022_0072,29.97
LittlePalm_May2021_0004,30.0
Padangbai_Jun2022_0055,29.97
PhuQuoc_Jun2022_0023,29.97
Oahu1_Jul2022_0023,29.97
Tulamben1_Jun2022_0030,29.97
Oahu1_Jul2022_0054,29.97
Padangbai_Jun2022_0056,29.97
Jeju_Jul2022_0022,29.97
PhuQuoc1_Jun2022_0013,29.97
Oahu1_Jul2022_0025,29.97
Okinawa_Feb2020_0012,30.0
Padangbai_Jun2022_0012,29.97
Tulamben_Jun2022_0033,29.97
Jeju_Jul2022_0041,30.0
Tulamben1_Jun2022_0035,29.97
Keramas_Feb2020_0008,30.0
NusaPenida_Jul2022_0025,29.97
Lanai_Jul2022_0045,29.97
NusaPenida_Jul2022_0019,29.97
NusaPenida_Jul2022_0099,29.97
Tulamben1_Jun2022_0066,29.97
NusaPenida_Jul2022_0002,29.97
NusaPenida_Jul2022_0125,29.97
PhuQuoc1_Jun2022_0051,29.97
Tulamben2_Jun2022_0030,29.97
Oahu1_Jul2022_0010,29.97
Tulamben2_Jun2022_0014,29.97
Tulamben_Jun2022_0093,29.97
PhuQuoc1_Jun2022_0004,29.97
Molokini_Jul2022_0071,29.97
Lanai_Jul2022_0131,29.97
NusaPenida_Jul2022_0005,29.97
Sipadan_Jan2015_0007,23.976
LittlePalm_May2021_0001,30.0
Padangbai_Jun2022_0057,29.97
Manza_Feb2020_0018,30.0
Tulamben_Jun2022_0051,29.97
Molokai_Jul2022_0047,29.97
Oahu1_Jul2022_0030,29.97
Tulamben_Jun2022_0065,29.97
NusaPenida_Jul2022_0017,29.97
Oahu1_Jul2022_0040,29.97
Lanai_Jul2022_0089,29.97
PhuQuoc_Jun2022_0024,29.97
Tulamben1_Jun2022_0038,29.97
PhuQuoc_Jun2022_0037,29.97
Oahu_Jul2022_0005,29.97
Molokini_Jul2022_0023,29.97
Lanai_Jul2022_0016,29.97
Maldives_Dec2019_0015,25.0
Molokai_Jul2022_0011,29.97
Jeju_Jul2022_0015,29.97
Tulamben_Jun2022_0086,29.97
Molokai_Jul2022_0017,29.97
Tulamben1_Jun2022_0085,29.97
RajaAmpat_Jan2013_0001,23.976
Padangbai_Jun2022_0068,29.97
Dapang_Jul2022_0006,30.0
Molokini_Jul2022_0049,29.97
KauSaiWan_Oct2022_0009,30.0
Okinawa_Feb2020_0019,30.0
Tulamben1_Jun2022_0070,29.97
Oahu2_Jul2022_0028,29.97
PhuQuoc1_Jun2022_0065,29.97
Silverstrand_Aug2022_0027,60.0
Tulamben_Jun2022_0016,29.97
PhuQuoc_Jun2022_0028,29.97
Lanai_Jul2022_0027,29.97
NusaPenida_Jul2022_0092,29.97
Molokai_Jul2022_0042,29.97
Padangbai_Jun2022_0004,29.97
Oahu2_Jul2022_0041,29.97
Komodo_Aug2014_0006,23.976
Molokini_Jul2022_0002,29.97
Manza_Feb2020_0032,30.0
NusaPenida_Jul2022_0045,29.97
Lanai_Jul2022_0020,29.97
Molokini_Jul2022_0064,29.97
Tulamben1_Jun2022_0057,29.97
Tulamben_Jun2022_0056,29.97
Manza_Feb2020_0007,30.0
PhuQuoc_Jun2022_0029,29.97
Tulamben2_Jun2022_0042,29.97
Keramas_Feb2020_0042,30.0
PhuQuoc1_Jun2022_0043,29.97
Lanai_Jul2022_0119,29.97
Keramas_Feb2020_0032,30.0
Lanai_Jul2022_0010,29.97
Jeju_Jul2022_0023,29.97
Oahu1_Jul2022_0044,29.97
Oahu1_Jul2022_0050,29.97
Tulamben_Jun2022_0049,29.97
Tulamben2_Jun2022_0055,29.97
Tulamben_Jun2022_0040,29.97
NusaPenida_Jul2022_0041,29.97
KauSaiWan_Oct2022_0008,30.0
Jeju_Jul2022_0014,29.97
GreenEgg_Sep2021_0014,30.0
Tulamben_Jun2022_0034,29.97
Lanai_Jul2022_0001,29.97
Tulamben_Jun2022_0083,29.97
Padangbai_Jun2022_0032,29.97
Molokini_Jul2022_0011,29.97
Tulamben_Jun2022_0021,29.97
Sipadan_Jan2015_0004,23.976
Manza_Feb2020_0030,30.0
PhuQuoc1_Jun2022_0009,29.97
Lanai_Jul2022_0052,29.97
NusaPenida_Jul2022_0114,29.97
Tulamben_Jun2022_0075,29.97
Molokai_Jul2022_0001,29.97
Lanai_Jul2022_0071,29.97
Manza_Feb2020_0060,30.0
Okinawa_Feb2020_0018,30.0
NusaPenida_Jul2022_0023,29.97
Keramas_Feb2020_0028,30.0
PhuQuoc1_Jun2022_0073,29.97
Oahu1_Jul2022_0008,29.97
Molokini_Jul2022_0019,29.97
Oahu1_Jul2022_0007,29.97
Tulamben1_Jun2022_0065,29.97
Padangbai_Jun2022_0028,29.97
Lanai_Jul2022_0028,29.97
Padangbai_Jun2022_0005,29.97
Manza_Feb2020_0026,30.0
Molokini_Jul2022_0044,29.97
Oahu_Jul2022_0045,29.97
Maldives_Dec2019_0018,25.0
Tulamben_Jun2022_0011,29.97
Tulamben_Jun2022_0092,29.97
Manza_Feb2020_0041,30.0
Lembeh_Jul2013_0002,23.976
Tulamben1_Jun2022_0077,29.97
Oahu_Jul2022_0021,29.97
Subic_Dec2018_0002,30.0
Lembeh_Jul2013_0009,23.976
PhuQuoc1_Jun2022_0005,29.97
Tulamben_Jun2022_0001,29.97
NusaPenida_Jul2022_0044,29.97
Manza_Feb2020_0002,30.0
Padangbai_Jun2022_0014,29.97
Tulamben1_Jun2022_0111,29.97
Jeju_Jul2022_0002,29.97
Keramas_Feb2020_0043,30.0
Lanai_Jul2022_0073,29.97
Okinawa_Feb2020_0030,30.0
NusaPenida_Jul2022_0085,29.97
Molokai_Jul2022_0007,29.97
Tulamben_Jun2022_0072,29.97
Lanai_Jul2022_0057,29.97
RajaAmpat_Jan2013_0003,23.976
Lanai_Jul2022_0048,29.97
Keramas_Feb2020_0039,30.0
Tulamben_Jun2022_0071,29.97
Manza_Feb2020_0029,30.0
Lanai_Jul2022_0114,29.97
NusaPenida_Jul2022_0036,29.97
Maldives_Dec2019_0008,30.0
