video,segment,start,startframe,end,endframe
PhuQuoc1_Jun2022_0038,14,13000,389,14000,419
PhuQuoc1_Jun2022_0038,15,14000,419,15000,449
PhuQuoc1_Jun2022_0038,16,15000,449,16000,479
PhuQuoc1_Jun2022_0038,17,16000,479,17000,509
PhuQuoc1_Jun2022_0038,18,17000,509,18000,539
PhuQuoc1_Jun2022_0038,19,18000,539,19000,569
PhuQuoc1_Jun2022_0038,20,19000,569,20000,599
PhuQuoc1_Jun2022_0038,21,20000,599,21000,629
PhuQuoc1_Jun2022_0038,22,21000,629,22000,659
PhuQuoc1_Jun2022_0038,23,22000,659,23000,689
PhuQuoc1_Jun2022_0038,24,23000,689,24000,719
PhuQuoc1_Jun2022_0038,25,24000,719,25000,749
PhuQuoc1_Jun2022_0038,26,25000,749,26000,779
PhuQuoc1_Jun2022_0038,27,26000,779,27000,809
PhuQuoc1_Jun2022_0038,28,27000,809,28000,839
PhuQuoc1_Jun2022_0038,29,28000,839,29000,869
PhuQuoc1_Jun2022_0038,30,29000,869,30000,899
PhuQuoc1_Jun2022_0038,31,30000,899,31000,929
PhuQuoc1_Jun2022_0038,32,31000,929,32000,959
PhuQuoc1_Jun2022_0038,33,32000,959,33000,989
PhuQuoc1_Jun2022_0038,34,33000,989,34000,1018
PhuQuoc1_Jun2022_0038,35,34000,1018,35000,1048
PhuQuoc1_Jun2022_0038,36,35000,1048,36000,1078
PhuQuoc1_Jun2022_0038,37,36000,1078,37000,1108
PhuQuoc1_Jun2022_0038,38,37000,1108,38000,1138
PhuQuoc1_Jun2022_0038,39,38000,1138,39000,1168
PhuQuoc1_Jun2022_0038,40,39000,1168,40000,1198
PhuQuoc1_Jun2022_0038,41,40000,1198,41000,1228
PhuQuoc1_Jun2022_0038,42,41000,1228,42000,1258
PhuQuoc1_Jun2022_0038,43,42000,1258,43000,1288
PhuQuoc1_Jun2022_0038,44,43000,1288,44000,1318
PhuQuoc1_Jun2022_0038,45,44000,1318,45000,1348
PhuQuoc1_Jun2022_0038,46,45000,1348,46000,1378
PhuQuoc1_Jun2022_0038,47,46000,1378,47000,1408
PhuQuoc1_Jun2022_0038,48,47000,1408,48000,1438
Tulamben_Jun2022_0042,1,0,0,1000,29
Tulamben_Jun2022_0042,2,1000,29,2000,59
Tulamben_Jun2022_0042,3,2000,59,3000,89
Tulamben_Jun2022_0042,4,3000,89,4000,119
Tulamben_Jun2022_0042,5,4000,119,5000,149
Tulamben_Jun2022_0042,6,5000,149,6000,179
Tulamben_Jun2022_0042,7,6000,179,7000,209
Tulamben_Jun2022_0042,8,7000,209,8000,239
Tulamben_Jun2022_0042,9,8000,239,9000,269
Tulamben_Jun2022_0042,10,9000,269,10000,299
Tulamben_Jun2022_0042,11,10000,299,11000,329
Tulamben_Jun2022_0042,12,11000,329,12000,359
Tulamben_Jun2022_0042,13,12000,359,13000,389
Tulamben_Jun2022_0042,14,13000,389,14000,419
Tulamben_Jun2022_0042,15,14000,419,15000,449
Tulamben_Jun2022_0042,16,15000,449,16000,479
Tulamben_Jun2022_0042,17,16000,479,17000,509
Tulamben_Jun2022_0042,18,17000,509,18000,539
Tulamben_Jun2022_0042,19,18000,539,19000,569
Tulamben_Jun2022_0042,20,19000,569,20000,599
Tulamben_Jun2022_0042,21,20000,599,21000,629
Tulamben_Jun2022_0042,22,21000,629,22000,659
Tulamben_Jun2022_0042,23,22000,659,23000,689
Tulamben_Jun2022_0042,24,23000,689,24000,719
Tulamben_Jun2022_0042,25,24000,719,25000,749
Tulamben_Jun2022_0042,26,25000,749,26000,779
Tulamben_Jun2022_0042,27,26000,779,27000,809
Tulamben_Jun2022_0042,28,27000,809,28000,839
Tulamben_Jun2022_0042,29,28000,839,29000,869
Tulamben_Jun2022_0042,30,29000,869,30000,899
Tulamben_Jun2022_0042,31,30000,899,31000,929
Tulamben_Jun2022_0042,32,31000,929,32000,959
Tulamben_Jun2022_0042,33,32000,959,33000,989
Tulamben_Jun2022_0042,34,33000,989,34000,1018
Tulamben_Jun2022_0042,35,34000,1018,35000,1048
Tulamben_Jun2022_0042,36,35000,1048,36000,1078
Tulamben_Jun2022_0042,37,36000,1078,37000,1108
Tulamben_Jun2022_0042,38,37000,1108,38000,1138
Tulamben_Jun2022_0042,39,38000,1138,39000,1168
Tulamben_Jun2022_0042,40,39000,1168,40000,1198
Tulamben_Jun2022_0042,41,40000,1198,41000,1228
Tulamben_Jun2022_0042,42,41000,1228,42000,1258
Tulamben_Jun2022_0042,43,42000,1258,43000,1288
Tulamben_Jun2022_0042,44,43000,1288,44000,1318
Tulamben_Jun2022_0042,45,44000,1318,45000,1348
Tulamben_Jun2022_0042,46,45000,1348,46000,1378
Tulamben_Jun2022_0042,47,46000,1378,47000,1408
Tulamben_Jun2022_0042,48,47000,1408,48000,1438
Tulamben_Jun2022_0042,49,48000,1438,49000,1468
Tulamben_Jun2022_0042,50,49000,1468,50000,1498
Tulamben_Jun2022_0042,51,50000,1498,51000,1528
Tulamben_Jun2022_0042,52,51000,1528,52000,1558
Tulamben_Jun2022_0042,53,52000,1558,53000,1588
Tulamben_Jun2022_0042,54,53000,1588,54000,1618
Tulamben_Jun2022_0042,55,54000,1618,55000,1648
Tulamben_Jun2022_0042,56,55000,1648,56000,1678
Tulamben_Jun2022_0042,57,56000,1678,57000,1708
Tulamben_Jun2022_0042,58,57000,1708,58000,1738
Tulamben_Jun2022_0042,59,58000,1738,59000,1768
PhuQuoc1_Jun2022_0059,1,0,0,1000,29
PhuQuoc1_Jun2022_0059,2,1000,29,2000,59
PhuQuoc1_Jun2022_0059,3,2000,59,3000,89
PhuQuoc1_Jun2022_0059,4,3000,89,4000,119
PhuQuoc1_Jun2022_0059,5,4000,119,5000,149
PhuQuoc1_Jun2022_0059,6,5000,149,6000,179
PhuQuoc1_Jun2022_0059,7,6000,179,7000,209
PhuQuoc1_Jun2022_0059,8,7000,209,8000,239
PhuQuoc1_Jun2022_0059,9,8000,239,8810,264
PhuQuoc1_Jun2022_0016,1,0,0,1000,29
PhuQuoc1_Jun2022_0016,2,1000,29,2000,59
PhuQuoc1_Jun2022_0016,3,2000,59,3000,89
PhuQuoc1_Jun2022_0016,4,3000,89,4000,119
PhuQuoc1_Jun2022_0016,5,4000,119,5000,149
PhuQuoc1_Jun2022_0016,6,5000,149,6000,179
PhuQuoc1_Jun2022_0016,7,6000,179,7000,209
PhuQuoc1_Jun2022_0016,8,7000,209,8000,239
PhuQuoc1_Jun2022_0016,9,8000,239,9000,269
PhuQuoc1_Jun2022_0016,10,9000,269,10000,299
PhuQuoc1_Jun2022_0016,11,10000,299,11000,329
PhuQuoc1_Jun2022_0016,12,11000,329,12000,359
PhuQuoc1_Jun2022_0016,13,12000,359,13000,389
PhuQuoc1_Jun2022_0016,14,13000,389,14000,419
PhuQuoc1_Jun2022_0016,15,14000,419,15000,449
PhuQuoc1_Jun2022_0016,16,15000,449,16000,479
PhuQuoc1_Jun2022_0016,17,16000,479,17000,509
PhuQuoc1_Jun2022_0016,18,17000,509,18000,539
PhuQuoc1_Jun2022_0016,19,18000,539,19000,569
PhuQuoc1_Jun2022_0016,20,19000,569,20000,599
PhuQuoc1_Jun2022_0016,21,20000,599,21000,629
PhuQuoc1_Jun2022_0016,22,21000,629,22000,659
PhuQuoc1_Jun2022_0016,23,22000,659,23000,689
PhuQuoc1_Jun2022_0016,24,23000,689,24000,719
PhuQuoc1_Jun2022_0016,25,24000,719,25000,749
PhuQuoc1_Jun2022_0016,26,25000,749,26000,779
PhuQuoc1_Jun2022_0016,27,26000,779,27000,809
PhuQuoc1_Jun2022_0016,28,27000,809,28000,839
PhuQuoc1_Jun2022_0016,29,28000,839,29000,869
PhuQuoc1_Jun2022_0016,30,29000,869,30000,899
PhuQuoc1_Jun2022_0016,31,30000,899,31000,929
PhuQuoc1_Jun2022_0016,32,31000,929,32000,959
PhuQuoc1_Jun2022_0016,33,32000,959,33000,989
PhuQuoc1_Jun2022_0016,34,33000,989,34000,1018
PhuQuoc1_Jun2022_0016,35,34000,1018,35000,1048
PhuQuoc1_Jun2022_0016,36,35000,1048,36000,1078
PhuQuoc1_Jun2022_0016,37,36000,1078,37000,1108
PhuQuoc1_Jun2022_0016,38,37000,1108,38000,1138
PhuQuoc1_Jun2022_0016,39,38000,1138,39000,1168
PhuQuoc1_Jun2022_0016,40,39000,1168,40000,1198
PhuQuoc1_Jun2022_0016,41,40000,1198,41000,1228
PhuQuoc1_Jun2022_0016,42,41000,1228,42000,1258
PhuQuoc1_Jun2022_0016,43,42000,1258,43000,1288
PhuQuoc1_Jun2022_0016,44,43000,1288,44000,1318
PhuQuoc1_Jun2022_0016,45,44000,1318,45000,1348
PhuQuoc1_Jun2022_0016,46,45000,1348,46000,1378
PhuQuoc1_Jun2022_0016,47,46000,1378,47000,1408
PhuQuoc1_Jun2022_0016,48,47000,1408,48000,1438
PhuQuoc1_Jun2022_0016,49,48000,1438,49000,1468
PhuQuoc1_Jun2022_0016,50,49000,1468,50000,1498
PhuQuoc1_Jun2022_0016,51,50000,1498,51000,1528
PhuQuoc1_Jun2022_0016,52,51000,1528,52000,1558
PhuQuoc1_Jun2022_0016,53,52000,1558,53000,1588
PhuQuoc1_Jun2022_0016,54,53000,1588,54000,1618
PhuQuoc1_Jun2022_0016,55,54000,1618,55000,1648
PhuQuoc1_Jun2022_0016,56,55000,1648,56000,1678
PhuQuoc1_Jun2022_0016,57,56000,1678,57000,1708
PhuQuoc1_Jun2022_0016,58,57000,1708,58000,1738
PhuQuoc1_Jun2022_0016,59,58000,1738,59000,1768
PhuQuoc1_Jun2022_0016,60,59000,1768,60000,1798
PhuQuoc1_Jun2022_0016,61,60000,1798,61000,1828
PhuQuoc1_Jun2022_0016,62,61000,1828,62000,1858
PhuQuoc1_Jun2022_0016,63,62000,1858,63000,1888
PhuQuoc1_Jun2022_0016,64,63000,1888,64000,1918
PhuQuoc1_Jun2022_0016,65,64000,1918,65000,1948
Molokai_Jul2022_0012,1,0,0,1000,29
Molokai_Jul2022_0012,2,1000,29,2000,59
Molokai_Jul2022_0012,3,2000,59,3000,89
Molokai_Jul2022_0012,4,3000,89,4000,119
Molokai_Jul2022_0012,5,4000,119,5000,149
Molokai_Jul2022_0012,6,5000,149,6000,179
Molokai_Jul2022_0012,7,6000,179,7000,209
Molokai_Jul2022_0012,8,7000,209,8000,239
Molokai_Jul2022_0012,9,8000,239,9000,269
Molokai_Jul2022_0012,10,9000,269,10000,299
Molokai_Jul2022_0012,11,10000,299,11000,329
Molokai_Jul2022_0012,12,11000,329,12000,359
Molokai_Jul2022_0012,13,12000,359,13000,389
Molokai_Jul2022_0012,14,13000,389,14000,419
Molokai_Jul2022_0012,15,14000,419,15000,449
Molokai_Jul2022_0012,16,15000,449,16000,479
Molokai_Jul2022_0012,17,16000,479,17000,509
Molokai_Jul2022_0012,18,17000,509,18000,539
Molokai_Jul2022_0012,19,18000,539,19000,569
Molokai_Jul2022_0012,20,19000,569,20000,599
Molokai_Jul2022_0012,21,20000,599,20990,629
Oahu2_Jul2022_0009,1,0,0,1000,29
Oahu2_Jul2022_0009,2,1000,29,2000,59
Oahu2_Jul2022_0009,3,2000,59,3000,89
Oahu2_Jul2022_0009,4,3000,89,4000,119
Oahu2_Jul2022_0009,5,4000,119,5000,149
Oahu2_Jul2022_0009,6,5000,149,6000,179
Oahu2_Jul2022_0009,7,6000,179,7000,209
Oahu2_Jul2022_0009,8,7000,209,8000,239
Oahu2_Jul2022_0009,9,8000,239,9000,269
Oahu2_Jul2022_0009,10,9000,269,10000,299
Oahu2_Jul2022_0009,11,10000,299,11000,329
Oahu2_Jul2022_0009,12,11000,329,12000,359
Oahu2_Jul2022_0009,13,12000,359,13000,389
Oahu2_Jul2022_0009,14,13000,389,14000,419
Oahu2_Jul2022_0009,15,14000,419,15000,449
Oahu2_Jul2022_0009,16,15000,449,16000,479
Oahu2_Jul2022_0009,17,16000,479,17000,509
Oahu2_Jul2022_0009,18,17000,509,18000,539
Oahu2_Jul2022_0009,19,18000,539,19000,569
Oahu2_Jul2022_0009,20,19000,569,20000,599
Oahu2_Jul2022_0009,21,20000,599,21000,629
Oahu2_Jul2022_0009,22,21000,629,22000,659
Oahu2_Jul2022_0009,23,22000,659,23000,689
Oahu2_Jul2022_0009,24,23000,689,24000,719
Oahu2_Jul2022_0009,25,24000,719,25000,749
Oahu2_Jul2022_0009,26,25000,749,26000,779
Oahu2_Jul2022_0009,27,26000,779,27000,809
Oahu2_Jul2022_0009,28,27000,809,28000,839
Oahu2_Jul2022_0009,29,28000,839,29000,869
Oahu2_Jul2022_0009,30,29000,869,30000,899
Oahu2_Jul2022_0009,31,30000,899,31000,929
Oahu2_Jul2022_0009,32,31000,929,32000,959
Oahu2_Jul2022_0009,33,32000,959,33000,989
Oahu2_Jul2022_0009,34,33000,989,34000,1018
Oahu2_Jul2022_0009,35,34000,1018,35000,1048
Oahu2_Jul2022_0009,36,35000,1048,36000,1078
Oahu2_Jul2022_0009,37,36000,1078,37000,1108
Oahu2_Jul2022_0009,38,37000,1108,38000,1138
Oahu2_Jul2022_0009,39,38000,1138,39000,1168
Oahu2_Jul2022_0009,40,39000,1168,40000,1198
Oahu2_Jul2022_0009,41,40000,1198,41000,1228
Oahu2_Jul2022_0009,42,41000,1228,42000,1258
Oahu2_Jul2022_0009,43,42000,1258,43000,1288
Oahu2_Jul2022_0009,44,43000,1288,44000,1318
Oahu2_Jul2022_0009,45,44000,1318,45000,1348
Oahu2_Jul2022_0009,46,45000,1348,46000,1378
Oahu2_Jul2022_0009,47,46000,1378,47000,1408
Oahu2_Jul2022_0009,48,47000,1408,48000,1438
Oahu2_Jul2022_0009,49,48000,1438,49000,1468
Tulamben2_Jun2022_0024,1,0,0,1000,29
Tulamben2_Jun2022_0024,2,1000,29,2000,59
Tulamben2_Jun2022_0024,3,2000,59,3000,89
Tulamben2_Jun2022_0024,4,3000,89,4000,119
Tulamben2_Jun2022_0024,5,4000,119,5000,149
Tulamben2_Jun2022_0024,6,5000,149,6000,179
Tulamben2_Jun2022_0024,7,6000,179,7000,209
Tulamben2_Jun2022_0024,8,7000,209,8000,239
Tulamben2_Jun2022_0024,9,8000,239,9000,269
Tulamben2_Jun2022_0024,10,9000,269,10000,299
Tulamben2_Jun2022_0024,11,10000,299,11000,329
Tulamben2_Jun2022_0024,12,11000,329,12000,359
Tulamben2_Jun2022_0024,13,12000,359,13000,389
Tulamben2_Jun2022_0024,14,13000,389,14000,419
Tulamben2_Jun2022_0024,15,14000,419,15000,449
Tulamben2_Jun2022_0024,16,15000,449,16000,479
Tulamben2_Jun2022_0024,17,16000,479,17000,509
Tulamben2_Jun2022_0024,18,17000,509,18000,539
Tulamben2_Jun2022_0024,19,18000,539,19000,569
Tulamben2_Jun2022_0024,20,19000,569,20000,599
Tulamben2_Jun2022_0024,21,20000,599,21000,629
Tulamben2_Jun2022_0024,22,21000,629,22000,659
Tulamben2_Jun2022_0024,23,22000,659,23000,689
Tulamben2_Jun2022_0024,24,23000,689,24000,719
Tulamben2_Jun2022_0024,25,24000,719,25000,749
Tulamben2_Jun2022_0024,26,25000,749,26000,779
Tulamben2_Jun2022_0024,27,26000,779,27000,809
Tulamben2_Jun2022_0024,28,27000,809,28000,839
Tulamben2_Jun2022_0024,29,28000,839,29000,869
Tulamben2_Jun2022_0024,30,29000,869,30000,899
Tulamben2_Jun2022_0024,31,30000,899,31000,929
Tulamben2_Jun2022_0024,32,31000,929,32000,959
Tulamben2_Jun2022_0024,33,32000,959,33000,989
Tulamben2_Jun2022_0024,34,33000,989,34000,1018
Tulamben2_Jun2022_0024,35,34000,1018,35000,1048
Tulamben2_Jun2022_0024,36,35000,1048,36000,1078
Tulamben2_Jun2022_0024,37,36000,1078,37000,1108
Tulamben2_Jun2022_0024,38,37000,1108,38000,1138
Tulamben2_Jun2022_0024,39,38000,1138,39000,1168
Tulamben2_Jun2022_0024,40,39000,1168,40000,1198
Tulamben2_Jun2022_0024,41,40000,1198,41000,1228
Tulamben2_Jun2022_0024,42,41000,1228,42000,1258
Tulamben2_Jun2022_0024,43,42000,1258,43000,1288
Tulamben2_Jun2022_0024,44,43000,1288,44000,1318
Tulamben2_Jun2022_0024,45,44000,1318,45000,1348
Tulamben2_Jun2022_0024,46,45000,1348,46000,1378
Tulamben2_Jun2022_0024,47,46000,1378,47000,1408
Tulamben2_Jun2022_0024,48,47000,1408,48000,1438
Tulamben2_Jun2022_0024,49,48000,1438,49000,1468
Tulamben2_Jun2022_0024,50,49000,1468,50000,1498
Tulamben2_Jun2022_0024,51,50000,1498,51000,1528
Tulamben2_Jun2022_0024,52,51000,1528,52000,1558
Tulamben2_Jun2022_0024,53,52000,1558,53000,1588
Tulamben2_Jun2022_0024,54,53000,1588,54000,1618
Jeju_Jul2022_0040,1,0,0,1000,30
Jeju_Jul2022_0040,2,1000,30,2000,60
Jeju_Jul2022_0040,3,2000,60,3000,90
Jeju_Jul2022_0040,4,3000,90,4000,120
Jeju_Jul2022_0040,5,4000,120,5000,150
Jeju_Jul2022_0040,6,5000,150,6000,180
Jeju_Jul2022_0040,7,6000,180,7000,210
Jeju_Jul2022_0040,8,7000,210,8000,240
Jeju_Jul2022_0040,9,8000,240,9000,270
Jeju_Jul2022_0040,10,9000,270,10000,300
Jeju_Jul2022_0040,11,10000,300,11000,330
Jeju_Jul2022_0040,12,11000,330,12000,360
Jeju_Jul2022_0040,13,12000,360,13000,390
Jeju_Jul2022_0040,14,13000,390,14000,420
Jeju_Jul2022_0040,15,14000,420,15000,450
Jeju_Jul2022_0040,16,15000,450,16000,480
Jeju_Jul2022_0040,17,16000,480,17000,510
Jeju_Jul2022_0040,18,17000,510,18000,540
Jeju_Jul2022_0040,19,18000,540,19000,570
Jeju_Jul2022_0040,20,19000,570,20000,600
Jeju_Jul2022_0040,21,20000,600,21000,630
Jeju_Jul2022_0040,22,21000,630,22000,660
Jeju_Jul2022_0040,23,22000,660,23000,690
Jeju_Jul2022_0040,24,23000,690,24000,720
Jeju_Jul2022_0040,25,24000,720,25000,750
Jeju_Jul2022_0040,26,25000,750,25560,766
Ambon_Apr2012_0007,1,0,0,1000,23
Ambon_Apr2012_0007,2,1000,23,2000,47
Ambon_Apr2012_0007,3,2000,47,3000,71
Ambon_Apr2012_0007,4,3000,71,4000,95
Ambon_Apr2012_0007,5,4000,95,5000,119
Ambon_Apr2012_0007,6,5000,119,6000,143
Ambon_Apr2012_0007,7,6000,143,7000,167
Ambon_Apr2012_0007,8,7000,167,8000,191
Ambon_Apr2012_0007,9,8000,191,9000,215
Ambon_Apr2012_0007,10,9000,215,10000,239
Ambon_Apr2012_0007,11,10000,239,11000,263
Ambon_Apr2012_0007,12,11000,263,12000,287
Ambon_Apr2012_0007,13,12000,287,13000,311
Ambon_Apr2012_0007,14,13000,311,14000,335
Ambon_Apr2012_0007,15,14000,335,15000,359
Ambon_Apr2012_0007,16,15000,359,16000,383
Ambon_Apr2012_0007,17,16000,383,17000,407
Ambon_Apr2012_0007,18,17000,407,18000,431
Ambon_Apr2012_0007,19,18000,431,19000,455
Ambon_Apr2012_0007,20,19000,455,20000,479
Ambon_Apr2012_0007,21,20000,479,21000,503
Ambon_Apr2012_0007,22,21000,503,22000,527
Ambon_Apr2012_0007,23,22000,527,23000,551
Ambon_Apr2012_0007,24,23000,551,24000,575
Ambon_Apr2012_0007,25,24000,575,25000,599
Ambon_Apr2012_0007,26,25000,599,26000,623
Ambon_Apr2012_0007,27,26000,623,27000,647
Ambon_Apr2012_0007,28,27000,647,27240,653
Tulamben_Jun2022_0052,1,0,0,1000,29
Tulamben_Jun2022_0052,2,1000,29,2000,59
Tulamben_Jun2022_0052,3,2000,59,3000,89
Tulamben_Jun2022_0052,4,3000,89,4000,119
Tulamben_Jun2022_0052,5,4000,119,5000,149
Tulamben_Jun2022_0052,6,5000,149,6000,179
Tulamben_Jun2022_0052,7,6000,179,7000,209
Tulamben_Jun2022_0052,8,7000,209,8000,239
Tulamben_Jun2022_0052,9,8000,239,9000,269
Tulamben_Jun2022_0052,10,9000,269,10000,299
Tulamben_Jun2022_0052,11,10000,299,11000,329
Tulamben_Jun2022_0052,12,11000,329,12000,359
Tulamben_Jun2022_0052,13,12000,359,13000,389
Tulamben_Jun2022_0052,14,13000,389,14000,419
Tulamben_Jun2022_0052,15,14000,419,14010,419
Maratua_Aug2011_0003,1,0,0,1000,30
Maratua_Aug2011_0003,2,1000,30,2000,60
Maratua_Aug2011_0003,3,2000,60,3000,90
Maratua_Aug2011_0003,4,3000,90,4000,120
Maratua_Aug2011_0003,5,4000,120,5000,150
Maratua_Aug2011_0003,6,5000,150,6000,180
Maratua_Aug2011_0003,7,6000,180,7000,210
Maratua_Aug2011_0003,8,7000,210,8000,240
Maratua_Aug2011_0003,9,8000,240,9000,270
Maratua_Aug2011_0003,10,9000,270,10000,300
Maratua_Aug2011_0003,11,10000,300,11000,330
Maratua_Aug2011_0003,12,11000,330,12000,360
Maratua_Aug2011_0003,13,12000,360,13000,390
Maratua_Aug2011_0003,14,13000,390,14000,420
Maratua_Aug2011_0003,15,14000,420,15000,450
Maratua_Aug2011_0003,16,15000,450,16000,480
Maratua_Aug2011_0003,17,16000,480,17000,510
Maratua_Aug2011_0003,18,17000,510,18000,540
Maratua_Aug2011_0003,19,18000,540,19000,570
Maratua_Aug2011_0003,20,19000,570,20000,600
Maratua_Aug2011_0003,21,20000,600,21000,630
Maratua_Aug2011_0003,22,21000,630,22000,660
Maratua_Aug2011_0003,23,22000,660,23000,690
Maratua_Aug2011_0003,24,23000,690,24000,720
Maratua_Aug2011_0003,25,24000,720,25000,750
Maratua_Aug2011_0003,26,25000,750,26000,780
Maratua_Aug2011_0003,27,26000,780,27000,810
Maratua_Aug2011_0003,28,27000,810,28000,840
Maratua_Aug2011_0003,29,28000,840,29000,870
Maratua_Aug2011_0003,30,29000,870,30000,900
Maratua_Aug2011_0003,31,30000,900,31000,930
Maratua_Aug2011_0003,32,31000,930,32000,960
Maratua_Aug2011_0003,33,32000,960,33000,990
Maratua_Aug2011_0003,34,33000,990,34000,1020
Maratua_Aug2011_0003,35,34000,1020,35000,1050
Maratua_Aug2011_0003,36,35000,1050,36000,1080
Maratua_Aug2011_0003,37,36000,1080,37000,1110
Maratua_Aug2011_0003,38,37000,1110,38000,1140
Maratua_Aug2011_0003,39,38000,1140,39000,1170
Maratua_Aug2011_0003,40,39000,1170,40000,1200
Maratua_Aug2011_0003,41,40000,1200,41000,1230
Maratua_Aug2011_0003,42,41000,1230,42000,1260
Maratua_Aug2011_0003,43,42000,1260,43000,1290
Maratua_Aug2011_0003,44,43000,1290,44000,1320
Maratua_Aug2011_0003,45,44000,1320,45000,1350
Maratua_Aug2011_0003,46,45000,1350,46000,1380
Maratua_Aug2011_0003,47,46000,1380,47000,1410
Maratua_Aug2011_0003,48,47000,1410,48000,1440
Maratua_Aug2011_0003,49,48000,1440,49000,1470
Maratua_Aug2011_0003,50,49000,1470,50000,1500
Maratua_Aug2011_0003,51,50000,1500,51000,1530
Maratua_Aug2011_0003,52,51000,1530,52000,1560
Maratua_Aug2011_0003,53,52000,1560,53000,1590
Maratua_Aug2011_0003,54,53000,1590,54000,1620
Maratua_Aug2011_0003,55,54000,1620,55000,1650
Maratua_Aug2011_0003,56,55000,1650,56000,1680
Maratua_Aug2011_0003,57,56000,1680,57000,1710
Maratua_Aug2011_0003,58,57000,1710,58000,1740
Maratua_Aug2011_0003,59,58000,1740,59000,1770
Maratua_Aug2011_0003,60,59000,1770,60000,1800
Maratua_Aug2011_0003,61,60000,1800,61000,1830
Maratua_Aug2011_0003,62,61000,1830,62000,1860
Maratua_Aug2011_0003,63,62000,1860,63000,1890
Maratua_Aug2011_0003,64,63000,1890,64000,1920
Maratua_Aug2011_0003,65,64000,1920,65000,1950
Maratua_Aug2011_0003,66,65000,1950,66000,1980
Maratua_Aug2011_0003,67,66000,1980,67000,2010
Maratua_Aug2011_0003,68,67000,2010,68000,2040
Maratua_Aug2011_0003,69,68000,2040,69000,2070
Maratua_Aug2011_0003,70,69000,2070,70000,2100
Maratua_Aug2011_0003,71,70000,2100,71000,2130
Maratua_Aug2011_0003,72,71000,2130,72000,2160
Maratua_Aug2011_0003,73,72000,2160,73000,2190
Maratua_Aug2011_0003,74,73000,2190,74000,2220
Maratua_Aug2011_0003,75,74000,2220,75000,2250
Maratua_Aug2011_0003,76,75000,2250,76000,2280
Maratua_Aug2011_0003,77,76000,2280,77000,2310
Maratua_Aug2011_0003,78,77000,2310,78000,2340
Lanai_Jul2022_0083,1,0,0,1000,29
Lanai_Jul2022_0083,2,1000,29,2000,59
Lanai_Jul2022_0083,3,2000,59,3000,89
Lanai_Jul2022_0083,4,3000,89,4000,119
Lanai_Jul2022_0083,5,4000,119,5000,149
Lanai_Jul2022_0083,6,5000,149,6000,179
Lanai_Jul2022_0083,7,6000,179,7000,209
Lanai_Jul2022_0083,8,7000,209,8000,239
Lanai_Jul2022_0083,9,8000,239,9000,269
Lanai_Jul2022_0083,10,9000,269,10000,299
Lanai_Jul2022_0083,11,10000,299,11000,329
Lanai_Jul2022_0083,12,11000,329,12000,359
Lanai_Jul2022_0083,13,12000,359,13000,389
Lanai_Jul2022_0083,14,13000,389,14000,419
Lanai_Jul2022_0083,15,14000,419,15000,449
Lanai_Jul2022_0083,16,15000,449,16000,479
Lanai_Jul2022_0083,17,16000,479,17000,509
Lanai_Jul2022_0083,18,17000,509,18000,539
Lanai_Jul2022_0083,19,18000,539,19000,569
Lanai_Jul2022_0083,20,19000,569,20000,599
Lanai_Jul2022_0083,21,20000,599,21000,629
Lanai_Jul2022_0083,22,21000,629,22000,659
Lanai_Jul2022_0083,23,22000,659,23000,689
Lanai_Jul2022_0083,24,23000,689,24000,719
Lanai_Jul2022_0083,25,24000,719,25000,749
Lanai_Jul2022_0083,26,25000,749,26000,779
Lanai_Jul2022_0083,27,26000,779,27000,809
Lanai_Jul2022_0083,28,27000,809,28000,839
Lanai_Jul2022_0083,29,28000,839,29000,869
Lanai_Jul2022_0083,30,29000,869,30000,899
Lanai_Jul2022_0083,31,30000,899,31000,929
Lanai_Jul2022_0083,32,31000,929,32000,959
Lanai_Jul2022_0083,33,32000,959,33000,989
Lanai_Jul2022_0083,34,33000,989,34000,1018
Lanai_Jul2022_0083,35,34000,1018,35000,1048
Lanai_Jul2022_0083,36,35000,1048,36000,1078
Lanai_Jul2022_0083,37,36000,1078,37000,1108
Lanai_Jul2022_0083,38,37000,1108,38000,1138
Lanai_Jul2022_0083,39,38000,1138,39000,1168
Lanai_Jul2022_0083,40,39000,1168,40000,1198
Lanai_Jul2022_0083,41,40000,1198,41000,1228
Lanai_Jul2022_0083,42,41000,1228,42000,1258
Lanai_Jul2022_0083,43,42000,1258,43000,1288
Lanai_Jul2022_0083,44,43000,1288,44000,1318
Lanai_Jul2022_0083,45,44000,1318,45000,1348
Lanai_Jul2022_0083,46,45000,1348,46000,1378
Lanai_Jul2022_0083,47,46000,1378,47000,1408
Lanai_Jul2022_0083,48,47000,1408,48000,1438
Lanai_Jul2022_0083,49,48000,1438,49000,1468
Lanai_Jul2022_0083,50,49000,1468,50000,1498
Lanai_Jul2022_0083,51,50000,1498,51000,1528
PhuQuoc_Jun2022_0019,1,0,0,1000,29
PhuQuoc_Jun2022_0019,2,1000,29,2000,59
PhuQuoc_Jun2022_0019,3,2000,59,3000,89
PhuQuoc_Jun2022_0019,4,3000,89,4000,119
PhuQuoc_Jun2022_0019,5,4000,119,5000,149
PhuQuoc_Jun2022_0019,6,5000,149,6000,179
PhuQuoc_Jun2022_0019,7,6000,179,7000,209
PhuQuoc_Jun2022_0019,8,7000,209,8000,239
